id,label,type,description,unit,source_file
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1557,(1 < 1) => False,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1553,(1 < 2) => ∀x. (1 ≥ x) → (2 > x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1559,(1 < 2) => ∀x. (1 ≥ x) → (2 > x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1552,(1 ≠ 2) => (1 > 2) ∨ (2 > 1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1554,(1 ≤ 2) => ∀x. (1 ≥ x) → (2 ≥ x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16040,(1) N = size(overlap_weights),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:2302,(1-R_f)=[(\tilde R_i^2+1)^{1/2}-\tilde R_i]^2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1550,(2 < 3) => ∀x. (2 ≥ x) → (3 > x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1558,(2 > 2) => ∃x. (2 ≥ x) ∧ (2 < x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1549,(2 ≠ 2) => (2 > 2) ∨ (2 > 2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1555,(2 ≠ 3) => (2 > 3) ∨ (3 > 2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1551,(2 ≤ 3) => ∀x. (2 ≥ x) → (3 ≥ x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16041,(2) size(source_indices) = N,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27499,(3 + b_grau) / 4 = powg1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27495,(3 + b_rain) / 4 = powr1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27497,(3 + b_snow) / 4 = pows1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1561,(3 > 2) => ∃x. (3 ≥ x) ∧ (2 < x),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16042,(3) size(dest_indices) = N,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16043,(4) this%n_overlaps = N,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27500,(5 + b_grau) / 8 = powg2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27496,(5 + b_rain) / 8 = powr2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27498,(5 + b_snow) / 8 = pows2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16044,(5) n_source_points = max[1 ≤ i ≤ N](source_indices(i)),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16045,(6) n_dest_points = max[1 ≤ i ≤ N](dest_indices(i)),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16046,"(7) overlap_found(source_index, dest_index) = ∃ 1 ≤ j ≤ N : source_indices(j) = source_index and dest_indices(j) = dest_index",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16047,(8) this%overlap_weights(overlap_index) > 0 ∀ 1 ≤ i ≤ N,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31001,(A_{mass}/Mol_mass) \cdot TMPPTR = OutData,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8280,(CTRI(2NN-1))*E(2NNM2)+(CTRI(2NN))*E(2NNM2-1) = TMP(2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8279,(CTRI(2NN-1))*E(2NNM2-1)-(CTRI(2NN))*E(2NNM2) = TMP(1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8284,(CTRI(2NN-1))*F(2NNM2)+(CTRI(2NN))*F(2NNM2-1) = TMP(2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8283,(CTRI(2NN-1))*F(2NNM2-1)-(CTRI(2NN))*F(2NNM2) = TMP(1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13197,(I-M) \cdot Y = B,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21247,(N)_s = (N)_{soil},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13268,(PREV\_LU)_{ij,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22525,(S_n)_{n=1}^{N_S},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18707,(T0-gamma*z)/T0 = (p/p00)**exponent  - Equation of state,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23637,"(U)_{\text{test}} = (U)_{\text{test}} + 1, (D)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16067,"(V ∉ {NF_FLOAT, NF_DOUBLE}) ∧ (O ∉ {NF_FLOAT, NF_DOUBLE}) ∨ (f_i ∧ f_o)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6497,(\ell_i)_{\text{lat}} = (\ell_i)_{\text{lon}},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22569,"(\mathbf{starts}, \mathbf{lengths}) = \text{compute segments}(\mathbf{GCOL})",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35390,(\text{radxnum\_cd})^3 = \text{num\_cd} \cdot (\text{volx34pi\_cd}),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8724,"(a + b\*θ_i + c\*θ_i^2 + d\*θ_i^3 + e\*θ_i^4) \* p_a^2 = Schmidt_{NH3}(\theta_i, p_a)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29482,(c_\mu^0)^{-2} = \frac{1}{2} B_1^\frac{2}{3},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13272,(csr\_dbl\_a_{ij,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32923,(dend_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32922,(dstart_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32926,(dstart_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27159,"(ec,uj) = (ec,uj), where ec = bounds%endc and uj = ubj",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:7537,"(i,j) = (k,\ell)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:2755,"(k = 1, nlev)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29310,(k=1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29312,"(k=k_{\text{min}}, k_{\text{max}})",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29314,"(k=k_{\text{min}}, k_{\text{max}})",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13274,(l_{ik,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32925,(mend_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32927,(mend_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32924,(mstart_lev),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9114,(nf*100) * cos(SHR_CONST_PI*lat/180.0_R8) * sin((SHR_CONST_PI*lon/180.0_R8) - (ncomp-1)*(SHR_CONST_PI/3.0_R8)) + (ncomp*10.0_R8),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9115,(nf*100) * cos(SHR_CONST_PI*lat/180.0_R8) * sin((SHR_CONST_PI*lon/180.0_R8)),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18407,"(ptdbt(jk) * prup(jk) + (ztdn(jk) - ptdbt(jk)) * prupd(jk)) * zreflect = pfu(jk,kw)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27160,(ql) = (ql),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25696,(y_(1)-y0_) / (x_(1)-x0_) = a1 + 2 * a2 * x_(1)^1 + 3 * a3 * x_(1)^2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25697,(y_(2)-y_(1)) / (x_(2)-x_(1)) = a1 + 2 * a2 * x_(2)^1 + 3 * a3 * x_(2)^2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25698,(y_(2)-y_(1)) / (x_(2)-x_(1)) = a1 + 2 * a2 * x_(2)^1 + 3 * a3 * x_(2)^2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27161,(zwt) = (zwt),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27193,"(∂ρ/∂T)(p,T) = (∂ρ*/∂T_) (derivative of density with respect to temperature)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:27191,"(∂ρ/∂p)(p,T) = (∂ρ*/∂p_) (derivative of density with respect to pressure)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18460,(∇S)^i ∗ α \* ε_{ijk} ∂v_k/∂x_i,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31217,"**1. pnh = f(p, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31226,"**10. gradphis = ∇φ (ρ, φ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31227,"**11. JacL = f(∂pnh/∂ρ, ∂φ/∂ρ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31228,"**12. JacD = f(∂pnh/∂ρ, ∂φ/∂ρ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31229,"**13. JacU = f(∂pnh/∂ρ, ∂φ/∂ρ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31230,"**14. stage value = f(α_dt, ρ, φ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31218,"**2. exner = g(p, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31219,"**3. dpnh / dpi = ∂f/∂ρ (p, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31220,"**4. φ = f(ρ, v)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31221,"**5. gwh_i = ∇^2φ (p, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31222,"**6. v = f(ρ, φ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31223,"**7. w_i = f(pnh, ϕ, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31224,"**8. vθ = f(v, ϕ, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31225,"**9. phinh_i = f(pnh, w, ϕ, θ)**",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9142,"**Area = gbuf(n,dead_grid_area)**: Area = AREA[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9145,**Aream = 0.0_R8**: Aream = AREAM[n] (initially set to 0.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23930,**CDI**(iunit) = **CDI**(iunit) - **SI**(iunit) (4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23927,**CDN**(iunit) = **CDN**(iunit) - **SNI**(iunit) (1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20765,**COS_E** (cosine of longitude),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20764,**COS_P** (cosine of latitude),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11021,**Calculation of total soil nitrogen (totalsoin)**:  this%totsoin(c) = this%totlitn_col(c) + this%totsomn_col(c) + &,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11018,"**Calculation of totsomn vr_col**: this%totsomn_vr_col(c,j) = this%som1n_vr_col(c,j) + this%som2n_vr_col(c,j) +  &",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:12125,**Call to bndry_exchangev subroutine**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24758,**Check for error in netcdf routine**: if e_i /= NF90_NOERR then,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24757,"**Construction of dim_str**: d_s = '(' + ∏_{j=1}^{n_d} i6 * ',' + ')'",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24755,"**Construction of dimname_str**: d_n_s = '(' + ∏_{i=1}^{n_d} trim(d(d_i)) + ',')",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9139,**D = -9999.0_R8**: No equation,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23932,**D**(iunit) > 0.0_r8 and **SI**(iunit) > 0.0_r8:,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6731,"**D0_0** (0.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6835,**D0_0** (D\_0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6837,**D0_5** (0.5),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6733,"**D0_5** (0.5_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6843,**D180_0** (180.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6739,"**D180_0** (180.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6732,"**D1EM20** (1.0e-20_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6836,**D1EM20** (10^(-20)),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6838,**D1_0** (1.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6734,"**D1_0** (1.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6839,**D1_01** (1.01),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6735,"**D1_01** (1.01_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6840,**D2_0** (2.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6736,"**D2_0** (2.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6841,**D4_0** (4.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6737,"**D4_0** (4.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6842,**D8_0** (8.0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6738,"**D8_0** (8.0_r8, real constant)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30464,**DCMIP16 Mu**: dcmip16_mu = μ,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22871,**Energy balance**: `Ent_bnd_sum = Area_cen_sum * rh_cen_sum` at all levels and transport classes,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25218,**Equation 1: pbuf_add_field**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25219,**Equation 2: pbuf_set_field**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25220,**Equation 3: set_short_lived_species**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25221,**Equation 4: get_short_lived_species**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25222,**Equation 5: slvd_index**,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30465,"**Force Type and Theta Advective Form**: ftype = 1, 2, or 3; theta_adv_form = 0 or 1",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9143,"**Fr = gbuf(n,dead_grid_frac)**: Fr = FRAC[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30226,"**Hermite Cubic Formula for Derivatives**: DHL = -DX*(XL - 1.0_r8)*XL**2, DHR = DX*(XR - 1.0_r8)*XR**2",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30225,"**Hermite Cubic Formula**: HL = (3.0_r8 - 2.0_r8*XL)*XL**2, HR = (3.0_r8 - 2.0_r8*Xr)*Xr**2",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30463,**Hyperviscosity Scaling**: hypervis_scaling = α \* |ν|^(β),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20763,**ITMAX_SD** (iteration count for standard deviation filter),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20762,**ITMAX_Z** (iteration count for mean height filter),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9146,**Iattr = GlobGridNum**: Iattr = IATTR[n],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9140,"**L = gbuf(n,dead_grid_lat)**: L = LAT[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24756,"**Length of dim_str**: l = '(' + ∑_{j=1}^n_d (6 + len_trim(l(j))) + ',')^2",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24754,"**Length of dimname_str**: d_n_s = '(' + ∑_{d_i=j}^n_d len_trim(d(j)) + ',')^2",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30459,**Limiter Option**: limiter_option = 0 or 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9141,"**Lo = gbuf(n,dead_grid_lon)**: Lo = LONG[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9144,"**Mask = gbuf(n,dead_grid_mask)**: Mask = MASK[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22870,**Mass balance**: `Mass_bnd_final = Mass_bnd_sum` at all levels (z),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13540,"**Matrix Equation:** `A^{-1}v = w`, where `A` is the preconditioner matrix, `v` is the input vector, and `w` is the output vector.",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24661,**NGS** = number of segments,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22874,**Precipitation latent heat balance**: `Qlsink_avg_cen_sum = Precr_cen_sum / (1.0 + Precallsum1)` for all transport classes and cloud sub-classes,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22872,**Precipitation mass balance**: `Prain_cen_sum = Prainsum1 - Qrain_cen_sum` for all precipitating sub-classes,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:22873,**Precipitation solid mass balance**: `Precsolid_cen_sum = Precsolidsum1 - Qsnow_cen_sum - Qgraup_cen_sum` for all precipitating sub-classes,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30460,**R-Split and Q-Split**: rsplit + qsplit = nsplit,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24659,**RL(n)** = root_length(n): The `root_length` value for segment `n`.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23929,**RNI**(iunit) = 0.0_r8 (3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24660,**RPL(n)** = root_pe_loc(n): The `root_pe_loc` value for segment `n`.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24658,**RS(n)** = root_start(n): The `root_start` value for segment `n`.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30458,"**Remap Algorithm**: remap_alg = 1, 2, or 3",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23928,**SI**(iunit) = **GWShareIrrig**(iunit)***WDI**(iunit) + **Supply**(iunit) - **SNI**(iunit) (2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23934,**SI**(iunit) = **SI**(iunit) + ( **Supply**(iunit) - **SNI**(iunit) ) (8),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20767,**SINE_E** (sine of longitude),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20766,**SINE_P** (sine of latitude),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9150,**Sg_ice_covered = 1.0_R8**: Sg_ice_covered = SG_ICE_COVERED[n],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9148,**Sg_icemask = 1.0_R8**: Sg_icemask = SG_ICE_MASK[n],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9149,**Sg_icemask_coupled_fluxes = 1.0_r8**: Sg_icemask_coupled_fluxes = SG_ICE_MASK_COUPLED_FLUXES[n],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9147,"**Si_ifrac = min(1.0_r8,max(0.0_r8,d2x%rAttr(ki,:)))**: Si_ifrac = SI_IFRAC[n]",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11016,"**Summation of cwdn_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j) * this%cwdn_vr_col(c,j) = this%cwdn_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11020,"**Summation of domn_vr_col over depth**: ∑[j=lbj:ubj] this%domn_vr_col(c,j)*dz(c,j) = this%domn_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11023,"**Summation of sminn_nh4_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j)*this%sminn_nh4_vr_col(c,j) = this%sminn_nh4_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11024,"**Summation of sminn_no3_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j)*this%sminn_no3_vr_col(c,j) = this%sminn_no3_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11022,"**Summation of sminn_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j)*this%sminn_vr_col(c,j) = this%sminn_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11013,"**Summation of som1n_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j) * this%som1n_vr_col(c,j) = this%som1n_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11014,"**Summation of som2n_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j) * this%som2n_vr_col(c,j) = this%som2n_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11015,"**Summation of som3n_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j) * this%som3n_vr_col(c,j) = this%som3n_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11017,"**Summation of totlitn_vr_col over depth**: ∑[j=lbj:ubj] dz(c,j) * this%totlitn_vr_col(c,j) = this%totlitn_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11019,"**Summation of totsomn vr_col over depth**: ∑[j=lbj:ubj] dz(c,j)*this%totsomn_vr_col(c,j) = this%totsomn_col(c)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30461,"**Time Step Type**: time_step_type = 1, 2, or 3",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23936,"**Trunoff%qsub**(iunit, nt_nliq) =  **Trunoff%qsub**(iunit, nt_nliq) + temp (10)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30462,"**Vorticity and Divergence**: nu = -∇⋅(v × b), nu_div = ∇⋅b",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23931,**WDI**(iunit) = **WDI**(iunit) - **Supply**(iunit) + **SNI**(iunit) (5),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23933,**WDN**(iunit) > 0.0_r8 and **SNI**(iunit) > 0.0_r8:,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23935,**WDN**(iunit) > 0.0_r8:,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30227,**X-Interpolation Formula**: FINt = FB*HL + FXL*DHL + FB*HR + FXR*DHR,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:220,**adv_state** (AdvState),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:221,**adv_state** (AdvState),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18946,**airt** (T_a) Air Temperature,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4576,**aozone** (α_o),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:658,**ast_idx** (Index of physical liquid+ice stratus cloud fraction in the physics buffer),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18133,**atm_present** (Atm_present),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18134,**atm_prognostic** (Atm_prognostic),Equation,,,
